Hex,Name,Red,Green,Blue,Family,Link,Source
#7ed4e6,Middle Blue,126,212,230,Munsell line,"https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926–1944",Crayola
#8b72be,Middle Blue Purple,139,114,190,Munsell line,"https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926–1944",Crayola
#d982b5,Middle Purple,217,130,181,Munsell line,"https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926–1944",Crayola
#a55353,Middle Red Purple,165,83,83,Munsell line,"https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926–1944",Crayola
#8b8680,Gray,139,134,128,24-Box,"https://en.wikipedia.org/wiki/History_of_Crayola_crayons#Munsell_Crayola,_1926–1944",Crayola
#4f69c6,Indigo,79,105,198,24-Box,https://en.wikipedia.org/wiki/Indigo,Crayola
#6456b7,Blue-Violet,100,86,183,16-Box,https://en.wikipedia.org/wiki/Indigo#Deep_indigo_(web_color_blue-violet),Crayola
#469A84,Jade,70,154,132,Gem Tones,https://en.wikipedia.org/wiki/Jade,Crayola
#D05340,Jasper,208,83,64,Gem Tones,https://en.wikipedia.org/wiki/Jasper,Crayola
#29ab87,Jungle Green,41,171,135,96-Box,https://en.wikipedia.org/wiki/Jungle_green,Crayola
#00755e,Tropical Rain Forest,0,117,94,96-Box,https://en.wikipedia.org/wiki/Jungle_green#Tropical_rainforest,Crayola
#c9a0dc,Wisteria,201,160,220,48-Box,https://en.wikipedia.org/wiki/Lavender_(color)#Light_lavender_(wisteria),Crayola
#8A496B,Twilight Lavender,138,73,107,Silver Swirls,https://en.wikipedia.org/wiki/Lavender_(color)#Twilight_lavender,Crayola
#ffff66,Laser Lemon,255,255,102,Fluorescent,https://en.wikipedia.org/wiki/Lemon_(color)#Laser_lemon,Crayola
#ffff9f,Lemon Yellow,255,255,159,1903–1990,https://en.wikipedia.org/wiki/Lemon_(color)#Lemon_yellow_(Crayola),Crayola
#8fd8d8,Light Blue,143,216,216,1958,https://en.wikipedia.org/wiki/Light_blue,Crayola
#ccff00,Electric Lime,204,255,0,Fluorescent,https://en.wikipedia.org/wiki/Lime_(color)#Electric_lime,Crayola
#cc474b,English Vermilion,204,71,75,1903–1935,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#ffb97b,Macaroni and Cheese,255,185,123,64-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#ffae42,Yellow-Orange,255,174,66,16-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#fed85d,Dandelion,254,216,93,24-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#9de093,Granny Smith Apple,157,224,147,64-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#3c69e7,Bluetiful,60,105,231,2017–present[5],https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#dea681,Tumbleweed,222,166,129,64-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#d9d6cf,Timberwolf,217,214,207,48-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#ff6037,Outrageous Orange,255,96,55,Fluorescent,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Fluorescent_crayons,Crayola
#66ff66,Screamin' Green,102,255,102,Fluorescent,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Fluorescent_crayons,Crayola
#50bfe6,Blizzard Blue,80,191,230,Fluorescent,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Fluorescent_crayons,Crayola
#54626F,Black Coral Pearl,84,98,111,Pearl Brite,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Pearl_Brite,Crayola
#F5F5F5,Cultured Pearl,245,245,245,Pearl Brite,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Pearl_Brite,Crayola
#E8F48C,Key Lime Pearl,232,244,140,Pearl Brite,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Pearl_Brite,Crayola
#F37A48,Mandarin Pearl,243,122,72,Pearl Brite,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Pearl_Brite,Crayola
#702670,Midnight Pearl,112,38,112,Pearl Brite,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Pearl_Brite,Crayola
#D65282,Mystic Pearl,214,82,130,Pearl Brite,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Pearl_Brite,Crayola
#2E2D88,Cosmic Cobalt,46,45,136,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#56887D,Wintergreen Dream,86,136,125,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#5DA493,Polished Pine,93,164,147,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#5FA778,Shiny Shamrock,95,167,120,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#676767,Granite Gray,103,103,103,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#6EAEA1,Green Sheen,110,174,161,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#8BA8B7,Pewter Blue,139,168,183,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#914E75,Sugar Plum,145,78,117,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#9E5E6F,Rose Dust,158,94,111,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#A17A74,Burnished Brown,161,122,116,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#A6A6A6,Quick Silver,166,166,166,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#AB92B3,Glossy Grape,171,146,179,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#AD4379,Mystic Maroon,173,67,121,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#AE98AA,Lilac Luster,174,152,170,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#BBB477,Misty Moss,187,180,119,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#CD607E,Cinnamon Satin,205,96,126,Silver Swirls,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Silver_Swirls,Crayola
#c62d42,Brick Red,198,45,66,64-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#e12c2c,Permanent Geranium Lake,225,44,44,1903–circa 1910,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#d92121,Maximum Red,217,33,33,Munsell line,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#ff9980,Vivid Tangerine,255,153,128,96-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#e77200,Mango Tango,231,114,0,96-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#f2ba49,Maximum Yellow Red,242,186,73,Munsell line,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#fbe7b2,Banana Mania,251,231,178,120-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#d9e650,Maximum Green Yellow,217,230,80,Munsell line,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#afe313,Inchworm,175,227,19,64-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#5e8c31,Maximum Green,94,140,49,Munsell line,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#1ab385,Mountain Meadow,26,179,133,120-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#30bfbf,Maximum Blue Green,48,191,191,Munsell line,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#009dc4,Pacific Blue,0,157,196,64-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#47abcc,Maximum Blue,71,171,204,1926–1958,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#1560bd,Denim,21,96,189,96-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#8d90a1,Manatee,141,144,161,120-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#9999cc,Blue Bell,153,153,204,120-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#acace6,Maximum Blue Purple,172,172,230,Munsell line,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#733380,Maximum Purple,115,51,128,Munsell line,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#a63a79,Maximum Red Purple,166,58,121,Munsell line,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#ff3399,Wild Strawberry,255,51,153,64-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#f091a9,Mauvelous,240,145,169,64-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#87421f,Fuzzy Wuzzy,135,66,31,120-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#d27d46,Raw Sienna,210,125,70,64-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#837050,Shadow,131,112,80,120-Box,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,Crayola
#ca3435,Mahogany,202,52,53,64-Box,https://en.wikipedia.org/wiki/Mahogany_(color),Crayola
#f2c649,Maize,242,198,73,1903–1990,https://en.wikipedia.org/wiki/Maize_(color)#Maize_(Crayola),Crayola
#f8d568,Orange-Yellow,248,213,104,1958–1990,https://en.wikipedia.org/wiki/Marigold_(color)#Orange-yellow_(Crayola),Crayola
#c32148,Maroon,195,33,72,96-Box,https://en.wikipedia.org/wiki/Maroon#Maroon_(Crayola),Crayola
#003366,Midnight Blue,0,51,102,96-Box,https://en.wikipedia.org/wiki/Midnight_blue,Crayola
#3AA8C1,Moonstone,58,168,193,Gem Tones,https://en.wikipedia.org/wiki/Moonstone_(gemstone),Crayola
#0066cc,Navy Blue,0,102,204,96-Box,https://en.wikipedia.org/wiki/Navy_blue,Crayola
#b5b35c,Olive Green,181,179,92,64-Box,https://en.wikipedia.org/wiki/Olive_(color)#Olive_green,Crayola
#353839,Onyx,53,56,57,Gem Tones,https://en.wikipedia.org/wiki/Onyx_(color),Crayola
#ff8833,Orange,255,136,51,16-Box,https://en.wikipedia.org/wiki/Orange_(colour),Crayola
#FF8021,Orange Peel,255,128,33,Pearl,https://en.wikipedia.org/wiki/Orange_peel_(color),Crayola
#e29cd2,Orchid,226,156,210,64-Box,https://en.wikipedia.org/wiki/Orchid_(color),Crayola
#ffcba4,Peach,255,203,164,48-Box,https://en.wikipedia.org/wiki/Peach_(color)#Peach,Crayola
#B07080,Pink Pearl,176,112,128,Gem Tones,https://en.wikipedia.org/wiki/Pearl,Crayola
#ABAD48,Peridot,171,173,72,Gem Tones,https://en.wikipedia.org/wiki/Peridot,Crayola
#c3cde6,Periwinkle,195,205,230,64-Box,https://en.wikipedia.org/wiki/Periwinkle_(color)#Periwinkle_(Crayola),Crayola
#8e3179,Plum,142,49,121,64-Box,https://en.wikipedia.org/wiki/Plum_(color),Crayola
#c0d5f0,Powder Blue,192,213,240,Colors of Kindness,https://en.wikipedia.org/wiki/Powder_blue,Crayola
#ed0a3f,Red,237,10,63,16-Box,https://en.wikipedia.org/wiki/Red,Crayola
#bb3385,Red-Violet,187,51,133,16-Box,https://en.wikipedia.org/wiki/Red-violet,Crayola
#db5079,Blush,219,80,121,120-Box,https://en.wikipedia.org/wiki/Red-violet#Blush,Crayola
#a50b5e,Jazzberry Jam,165,11,94,96-Box,https://en.wikipedia.org/wiki/Red-violet#Jazzberry_jam,Crayola
#f7468a,Violet-Red,247,70,138,24-Box,https://en.wikipedia.org/wiki/Red-violet#Violet-red,Crayola
#00cccc,Robin's Egg Blue,0,204,204,64-Box,https://en.wikipedia.org/wiki/Robin_egg_blue,Crayola
#ee34d2,Razzle Dazzle Rose,238,52,210,Fluorescent,https://en.wikipedia.org/wiki/Rose_(color)#Razzle_dazzle_rose,Crayola
#e30b5c,Razzmatazz,227,11,92,96-Box,https://en.wikipedia.org/wiki/Rose_(color)#Razzmatazz,Crayola
#fc80a5,Tickle Me Pink,252,128,165,64-Box,https://en.wikipedia.org/wiki/Rose_(color)#Tickle_me_pink,Crayola
#BD559C,Rose Quartz,189,85,156,Gem Tones,https://en.wikipedia.org/wiki/Rose_quartz,Crayola
#AA4069,Ruby,170,64,105,Gem Tones,https://en.wikipedia.org/wiki/Ruby_(color),Crayola
#ff9933,Neon Carrot,255,153,51,Fluorescent,https://en.wikipedia.org/wiki/Saffron_(color)#India_saffron_or_deep_saffron,Crayola
#ff91a4,Salmon,255,145,164,64-Box,https://en.wikipedia.org/wiki/Salmon_(color)#Salmon_pink,Crayola
#2D5DA1,Sapphire,45,93,161,Gem Tones,https://en.wikipedia.org/wiki/Sapphire_(color),Crayola
#fd0e35,Scarlet,253,14,53,24-Box,https://en.wikipedia.org/wiki/Scarlet_(color),Crayola
#9e5b40,Sepia,158,91,64,64-Box,https://en.wikipedia.org/wiki/Sepia_(color),Crayola
#436CB9,Lapis Lazuli,67,108,185,Gem Tones,https://en.wikipedia.org/wiki/Shades_of_azure#Lapis_lazuli,Crayola
#2d383a,Outer Space,45,56,58,96-Box,https://en.wikipedia.org/wiki/Shades_of_black#Outer_space_(Crayola),Crayola
#926f5b,Beaver,146,111,91,120-Box,https://en.wikipedia.org/wiki/Shades_of_brown#Beaver,Crayola
#14A989,Emerald,20,169,137,Gem Tones,https://en.wikipedia.org/wiki/Shades_of_green#Emerald,Crayola
#469496,Malachite,70,148,150,Gem Tones,https://en.wikipedia.org/wiki/Shades_of_green#Malachite,Crayola
#01796f,Pine Green,1,121,111,96-Box,https://en.wikipedia.org/wiki/Shades_of_green#Mint_green,Crayola
#93dfb8,Sea Green,147,223,184,64-Box,https://en.wikipedia.org/wiki/Shades_of_green#Sea_green,Crayola
#ff00cc,Hot Magenta,255,0,204,Fluorescent,https://en.wikipedia.org/wiki/Shades_of_magenta#Hot_magenta,Crayola
#f653a6,Magenta,246,83,166,64-Box,https://en.wikipedia.org/wiki/Shades_of_magenta#Magenta_(Crayola),Crayola
#ff00bb,Purple Pizzazz,255,0,187,Fluorescent,https://en.wikipedia.org/wiki/Shades_of_magenta#Purple_pizzazz,Crayola
#ff9966,Atomic Tangerine,255,153,102,Fluorescent,https://en.wikipedia.org/wiki/Shades_of_orange#Atomic_tangerine,Crayola
#ff7034,Burnt Orange,255,112,52,64-Box,https://en.wikipedia.org/wiki/Shades_of_orange#Burnt_orange,Crayola
#febaad,Melon,254,186,173,48-Box,https://en.wikipedia.org/wiki/Shades_of_orange#Melon,Crayola
#ffb7d5,Cotton Candy,255,183,213,120-Box,https://en.wikipedia.org/wiki/Shades_of_pink#Cotton_candy,Crayola
#fdd7e4,Piggy Pink,253,215,228,120-Box,https://en.wikipedia.org/wiki/Shades_of_pink#Piggy_pink,Crayola
#ff6eff,Shocking Pink,255,110,255,Fluorescent,https://en.wikipedia.org/wiki/Shades_of_pink#Shocking_pink,Crayola
#c8509b,Mulberry,200,80,155,1958–2003,https://en.wikipedia.org/wiki/Shades_of_purple#Mulberry_(Crayola),Crayola
#B768A2,Pearly Purple,183,104,162,Silver Swirls,https://en.wikipedia.org/wiki/Shades_of_purple#Pearly_purple,Crayola
#6b3fa0,Royal Purple,107,63,160,96-Box,https://en.wikipedia.org/wiki/Shades_of_purple#Royal_purple:_17th_century,Crayola
#d8bfd8,Thistle,216,191,216,1949–1999,https://en.wikipedia.org/wiki/Shades_of_purple#Thistle,Crayola
#DA2C43,Rusty Red,218,44,67,Silver Swirls,https://en.wikipedia.org/wiki/Shades_of_red#Rusty_red,Crayola
#803790,Vivid Violet,128,55,144,120-Box,https://en.wikipedia.org/wiki/Shades_of_violet#Vivid_violet,Crayola
#fafa37,Maximum Yellow,250,250,55,Munsell line,https://en.wikipedia.org/wiki/Shades_of_yellow#Maximum_yellow,Crayola
#c9c0bb,Silver,201,192,187,Metalic,https://en.wikipedia.org/wiki/Silver_(color)#Silver_(Crayola),Crayola
#76d7ea,Sky Blue,118,215,234,48-Box,https://en.wikipedia.org/wiki/Sky_blue#Medium_sky_blue,Crayola
#ecebbd,Spring Green,236,235,189,64-Box,https://en.wikipedia.org/wiki/Spring_bud#Pale_spring_bud,Crayola
#aaf0d1,Magic Mint,170,240,209,Fluorescent,https://en.wikipedia.org/wiki/Spring_green_(color)#Magic_mint,Crayola
#00cc99,Caribbean Green,0,204,153,120-Box,https://en.wikipedia.org/wiki/Spring_green#Caribbean_green,Crayola
#ffcc33,Sunglow,255,204,51,Fluorescent,https://en.wikipedia.org/wiki/Sunset_(color)#Sunglow,Crayola
#fa9d5a,Tan,250,157,90,48-Box,https://en.wikipedia.org/wiki/Tan_(color),Crayola
#008080,Teal Blue,0,128,128,1990–2003,https://en.wikipedia.org/wiki/Teal,Crayola
#B56917,Tiger's Eye,181,105,23,Gem Tones,https://en.wikipedia.org/wiki/Tiger%27s_eye,Crayola
#832A0D,Smokey Topaz,131,42,13,Gem Tones,https://en.wikipedia.org/wiki/Topaz,Crayola
